Date,T°C (12-15h),T°C poulailler,Pluie (0 = non renseigné),Météo,commentaires,Nom de la poule,Ponte,Etat de l'oeuf,Evènement,Nombre d'oeufs
12/08/2023,33,21,0,Brumeux/beau,avhydratC+Gascodrène,Valérie,,no egg,RAS,0
13/08/2023,32,23,0,beau,avhydratC+Gascodrène,Valérie,,no egg,RAS,0
14/08/2023,30,26,0,voilé,avhydratC+Gascodrène,Valérie,,no egg,RAS,0
15/08/2023,32,26,0,beau/vent,avhydratC+Gascodrène,Valérie,,no egg,RAS,0
16/08/2023,26,23,"0,5",pluie fine/couvert,,Valérie,,no egg,RAS,0
17/08/2023,25,23,0,couvert,,Valérie,,no egg,RAS,0
18/08/2023,32,26,0,bruine le matin,avhydrat C+gascodrène,Valérie,,no egg,RAS,0
19/08/2023,32,26,0,voilé/vent,avhydratC+Gascodrène,Valérie,,no egg,RAS,0
20/08/2023,34,26,0,vigilance canicule,avhydratC+Gascodrène,Valérie,,no egg,RAS,0
21/08/2023,37,29,0,canicule,avhydratC+Gascodrène,Valérie,,no egg,RAS,0
22/08/2023,34,26,0,canicule,idem,Valérie,,no egg,RAS,0
23/08/2023,36,27,0,canicule,C+Gasco/ nuit tropicale 27°c/ 73% H à 22h40,Valérie,,no egg,RAS,0
24/08/2023,40,28,0,canicule,C+Gasco,Valérie,,no egg,RAS,0
25/08/2023,"40,5",28,0,canicule,c+Gasco,Valérie,,no egg,RAS,0
26/08/2023,23,20,3,pluie/couvert,,Valérie,,no egg,RAS,0
27/08/2023,19,17,8,pluie,,Valérie,,no egg,RAS,0
28/08/2023,16,14,37,pluie/éclaircies,,Valérie,,no egg,RAS,0
29/08/2023,17,16,5,pluie/éclaircies,,Valérie,,no egg,RAS,0
30/08/2023,20,15,0,éclaircies/vent,,Valérie,,no egg,RAS,0
31/08/2023,22,16,1,éclaircies/averses,,Valérie,,no egg,RAS,0
01/09/2023,28,17,0,beau,,Valérie,,no egg,RAS,0
02/09/2023,31,20,0,beau,,Valérie,,no egg,RAS,0
03/09/2023,22,18,0,couvert,trouvé un oeuf minuscule Saquiel ou Albertine,Valérie,,no egg,RAS,0
04/09/2023,26,21,0,beau/voilé,,Valérie,,no egg,RAS,0
05/09/2023,28,22,0,voilé/vent,sable du Sahara dans l'air,Valérie,,no egg,RAS,0
06/09/2023,29,21,0,voilé,sable du Sahara dans l'air,Valérie,,no egg,RAS,0
07/09/2023,27,23,0,voilé,sable du Sahara dans l'air,Valérie,,no egg,RAS,0
08/09/2023,30,20,0,beau,,Valérie,,no egg,RAS,0
09/09/2023,29,21,0,beau,,Valérie,,no egg,RAS,0
10/09/2023,30,22,0,beau,,Valérie,,no egg,RAS,0
11/09/2023,30,20,0,beau,,Valérie,,no egg,RAS,0
12/09/2023,30,20,0,couvert/éclaircies,,Valérie,,no egg,RAS,0
13/09/2023,24,17,22,mitigé/orages,,Valérie,,no egg,RAS,0
14/09/2023,25,17,0,éclaircies,,Valérie,,no egg,RAS,0
15/09/2023,28,18,0,beau,,Valérie,,no egg,RAS,0
16/09/2023,28,17,3,beau/orageux/pluie,,Valérie,,no egg,RAS,0
17/09/2023,28,21,0,beau,,Valérie,,no egg,RAS,0
18/09/2023,25,19,3,beau/orages,,Valérie,,no egg,RAS,0
19/09/2023,26,17,6,beau/orages,,Valérie,,no egg,RAS,0
20/09/2023,25,15,0,beau,,Valérie,fin couvaison,no egg,fin couvaison,0
21/09/2023,27,18,0,couvert/beau,,Valérie,mue,no egg,mue,0
22/09/2023,20,14,9,couvert/pluie,,Valérie,,no egg,RAS,0
23/09/2023,20,12,0,éclaircies/vent,,Valérie,,no egg,RAS,0
24/09/2023,23,13,0,éclaircies,,Valérie,,no egg,RAS,0
25/09/2023,24,15,0,beau,,Valérie,,no egg,RAS,0
26/09/2023,27,15,0,beau,,Valérie,,no egg,RAS,0
27/09/2023,28,16,0,beau,,Valérie,,no egg,RAS,0
28/09/2023,30,19,0,beau,,Valérie,,no egg,RAS,0
29/09/2023,31,20,0,beau,,Valérie,,no egg,RAS,0
30/09/2023,30,20,0,beau,,Valérie,,no egg,RAS,0
01/10/2023,30,19,0,beau,,Valérie,,no egg,RAS,0
02/10/2023,32,20,0,beau,,Valérie,,no egg,RAS,0
03/10/2023,31,20,0,beau/vent,,Valérie,,no egg,RAS,0
04/10/2023,22,19,0,couvert,,Valérie,,no egg,RAS,0
05/10/2023,28,16,0,nuageux,,Valérie,,no egg,RAS,0
06/10/2023,28,16,0,beau,,Valérie,,no egg,RAS,0
07/10/2023,28,17,0,beau,,Valérie,,no egg,RAS,0
08/10/2023,30,15,0,beau,,Valérie,,no egg,RAS,0
09/10/2023,29,17,0,beau,,Valérie,,no egg,RAS,0
10/10/2023,29,16,0,beau,,Valérie,,no egg,RAS,0
11/10/2023,30,18,0,beau,,Valérie,,no egg,RAS,0
12/10/2023,31,17,0,beau,,Valérie,,no egg,RAS,0
13/10/2023,30,18,0,beau,,Valérie,,no egg,RAS,0
14/10/2023,29,18,0,beau,,Valérie,,no egg,RAS,0
15/10/2023,24,16,5,couvert/pluie,,Valérie,,no egg,RAS,0
16/10/2023,19,11,0,éclaircies,,Valérie,,no egg,RAS,0
17/10/2023,19,15,0,éclaircies,,Valérie,,no egg,RAS,0
18/10/2023,26,17,0,beau/vent,,Valérie,,no egg,RAS,0
19/10/2023,26,17,3,couvert/pluie,,Valérie,,no egg,RAS,0
20/10/2023,25,17,13,couvert/pluie,,Valérie,,no egg,RAS,0
21/10/2023,20,14,3,éclaircies/pluie,,Valérie,,no egg,RAS,0
22/10/2023,19,11,0,beau,,Valérie,,no egg,RAS,0
23/10/2023,15,13,0,maussade,,Valérie,,no egg,RAS,0
24/10/2023,20,14,0,éclaircies,Albertine malade/rhume,Valérie,,no egg,RAS,0
25/10/2023,20,11,0,pluie/éclaircies,avicoryl,Valérie,,no egg,RAS,0
26/10/2023,18,15,1,couvert/pluie,,Valérie,,no egg,RAS,0
27/10/2023,15,13,8,couvert/pluie,,Valérie,,no egg,RAS,0
28/10/2023,18,10,0,beau,,Valérie,,no egg,RAS,0
29/10/2023,19,14,0,beau,,Valérie,,no egg,RAS,0
30/10/2023,17,14,0,couvert,,Valérie,,no egg,RAS,0
31/10/2023,15,10,9,couvert/pluie,,Valérie,,no egg,RAS,0
01/11/2023,19,10,0,beau,,Valérie,,no egg,RAS,0
02/11/2023,19,10,5,éclaircies/pluie,,Valérie,,no egg,RAS,0
03/11/2023,13,8,17,pluie,,Valérie,,no egg,RAS,0
04/11/2023,10,9,5,pluie,,Valérie,,no egg,RAS,0
05/11/2023,13,9,6,pluie/éclaircies,,Valérie,,no egg,RAS,0
06/11/2023,19,9,0,beau,,Valérie,,no egg,RAS,0
07/11/2023,12,8,8,averses/pluie,,Valérie,,no egg,RAS,0
08/11/2023,17,5,0,beau,,Valérie,,no egg,RAS,0
09/11/2023,19,6,0,beau,petite gelée matinale,Valérie,,no egg,RAS,0
10/11/2023,13,9,6,pluie/beau,,Valérie,,no egg,RAS,0
11/11/2023,11,9,7,pluie/éclaircies,,Valérie,,no egg,RAS,0
12/11/2023,12,12,0,pluie,,Valérie,,no egg,RAS,0
13/11/2023,17,11,0,couvert/éclaircies,,Valérie,,no egg,RAS,0
14/11/2023,24,12,0,beau,,Valérie,,no egg,RAS,0
15/11/2023,24,14,5,beau/pluie,,Valérie,,no egg,RAS,0
16/11/2023,16,10,5,pluie/éclaircies,,Valérie,,no egg,RAS,0
17/11/2023,16,12,2,couvert/pluie,,Valérie,,no egg,RAS,0
18/11/2023,15,9,0,éclaircies,,Valérie,x,RAS,RAS,1
19/11/2023,oubli,oubli,0,beau,environ 20°C,Valérie,,no egg,RAS,0
20/11/2023,21,10,0,beau,,Valérie,x,RAS,RAS,1
21/11/2023,14,9,9,couvert/pluie,,Valérie,x,RAS,RAS,1
22/11/2023,9,oubli,10,pluie,,Valérie,,no egg,RAS,0
23/11/2023,9,7,3,pluie/éclaircies/vent,,Valérie,x,RAS,RAS,1
24/11/2023,11,5,0,beau/vent,,Valérie,,no egg,RAS,0
25/11/2023,7,7,0,gris/vent,,Valérie,,no egg,RAS,0
26/11/2023,9,4,0,gris ,,Valérie,x,RAS,RAS,1
27/11/2023,12,0,0,beau,belle gelée matinale -3°c,Valérie,,no egg,RAS,0
28/11/2023,13,10,27,éclaircies/pluie/vent,,Valérie,,no egg,RAS,0
29/11/2023,9,7,0,éclaircies,,Valérie,,no egg,RAS,0
30/11/2023,16,9,0,éclaircies,,Valérie,x,RAS,RAS,1
01/12/2023,11,8,6,bruine/pluie,,Valérie,,no egg,RAS,0
02/12/2023,8,5,14,pluie,,Valérie,x,RAS,RAS,1
03/12/2023,6,4,2,pluie/éclaircies,,Valérie,x,RAS,RAS,1
04/12/2023,11,3,0,beau,gelée matinale,Valérie,,no egg,RAS,0
05/12/2023,12,7,"0,5",éclaircies/pluie,,Valérie,,no egg,RAS,0
06/12/2023,9,6,0,éclaircies/vent,,Valérie,x,RAS,RAS,1
07/12/2023,10,2,0,beau,,Valérie,,no egg,RAS,0
08/12/2023,14,6,0,beau,,Valérie,,no egg,RAS,0
09/12/2023,9,6,18,pluie/vent,,Valérie,,no egg,RAS,0
10/12/2023,14,15,1,pluie/éclaircies,,Valérie,,no egg,RAS,0
11/12/2023,18,11,0,beau/couvert,,Valérie,,no egg,RAS,0
12/12/2023,19,10,0,beau,,Valérie,,no egg,RAS,0
13/12/2023,16,9,3,voilé/pluie,,Valérie,,no egg,RAS,0
14/12/2023,10,7,20,averses/pluie/vent,,Valérie,,no egg,RAS,0
15/12/2023,10,7,1,averses/éclaircies/vent,,Valérie,,no egg,RAS,0
16/12/2023,9,7,1,bruine,,Valérie,,no egg,RAS,0
17/12/2023,13,3,0,beau,,Valérie,,no egg,RAS,0
18/12/2023,15,3,0,beau,-4°C ce matin,Valérie,,no egg,RAS,0
19/12/2023,16,3,0,beau,gelée matinale,Valérie,,no egg,RAS,0
20/12/2023,4,5,0,gris,,Valérie,,no egg,RAS,0
21/12/2023,8,6,11,pluie/éclaircies/vent,,Valérie,,no egg,RAS,0
22/12/2023,11,11,0,vent/bruine,,Valérie,,no egg,RAS,0
23/12/2023,12,9,1,gris/vent/éclaircies/pluie,,Valérie,,no egg,RAS,0
24/12/2023,12,9,0,éclaircies,,Valérie,,no egg,RAS,0
25/12/2023,13,7,0,beau,,Valérie,,no egg,RAS,0
26/12/2023,12,4,0,beau,,Valérie,,no egg,RAS,0
27/12/2023,15,3,0,beau,,Valérie,,no egg,RAS,0
28/12/2023,17,5,0,beau,grosse gelée matinale,Valérie,,no egg,RAS,0
29/12/2023,10,4,0,gris,,Valérie,,no egg,RAS,0
30/12/2023,9,7,0,gris/éclaircies,,Valérie,,no egg,RAS,0
31/12/2023,17,7,0,beau,,Valérie,,no egg,RAS,0
01/01/2023,,,,,,Rémiel,,no egg,RAS,0
02/01/2023,,,,,,Rémiel,,no egg,RAS,0
03/01/2023,,,,,,Rémiel,,no egg,RAS,0
04/01/2023,15,,0,beau,,Rémiel,,no egg,RAS,0
05/01/2023,14,,0,beau,,Rémiel,x,RAS,RAS,1
06/01/2023,oubli,,0,beau,,Rémiel,,no egg,RAS,0
07/01/2023,13,,0,beau,,Rémiel,,no egg,RAS,0
08/01/2023,9,,0,mitigé,,Rémiel,x,RAS,RAS,1
09/01/2023,8,,16,vent éclaircie,,Rémiel,,no egg,RAS,0
10/01/2023,14,,0,beau,,Rémiel,,no egg,RAS,0
11/01/2023,9,,0,beau,,Rémiel,,no egg,RAS,0
12/01/2023,12,,0,beau,,Rémiel,,no egg,RAS,0
13/01/2023,13,,0,mitigé,,Rémiel,,no egg,RAS,0
14/01/2023,13,,0,beau,,Rémiel,,no egg,RAS,0
15/01/2023,10,,2,pluie/beau,,Rémiel,,no egg,RAS,0
16/01/2023,6,,50,pluie/vent,,Rémiel,,no egg,RAS,0
17/01/2023,5,,1,pluie/vent,,Rémiel,,no egg,RAS,0
18/01/2023,5,,5,pluie/éclaircie,,Rémiel,,no egg,RAS,0
19/01/2023,5,,,couvert/éclaircie,,Rémiel,,no egg,RAS,0
20/01/2023,5,,12,pluie/neige/soleil,,Rémiel,,no egg,RAS,0
21/01/2023,2,,2,idem/vent,,Rémiel,,no egg,RAS,0
22/01/2023,0,,0,Couvert/vent,,Rémiel,,no egg,RAS,0
23/01/2023,oubli,,,oubli,malade (moi),Rémiel,,no egg,RAS,0
24/01/2023,2,,,couvert/éclaircie,,Rémiel,,no egg,RAS,0
25/01/2023,0,,,couvert,,Rémiel,,no egg,RAS,0
26/01/2023,0,,,couvert,,Rémiel,,no egg,RAS,0
27/01/2023,0,,,,,Rémiel,,no egg,RAS,0
28/01/2023,0,,,couvert,Cunégonde pique Shrek,Rémiel,,no egg,RAS,0
29/01/2023,0,,,couvert,aliment poulette+vitamines,Rémiel,,no egg,RAS,0
30/01/2023,4,,,éclaircie,,Rémiel,,no egg,RAS,0
31/01/2023,8,,0,beau temps,,Rémiel,,no egg,RAS,0
01/02/2023,10,,0,beau temps,pas sûre de l'œuf de Pioupioute,Rémiel,x,RAS,RAS,1
02/02/2023,12,,0,beau temps,petit lait en boisson/aliment pondeuse,Rémiel,x,RAS,RAS,1
03/02/2023,12,,0,beau temps,petit lait+aliment,Rémiel,,no egg,RAS,0
04/02/2023,10,,0,beau temps,petit lait+aliment,Rémiel,,no egg,RAS,0
05/02/2023,10,,0,beau temps,aliment,Rémiel,,no egg,RAS,0
06/02/2023,12,,0,beau temps,,Rémiel,,no egg,RAS,0
07/02/2023,8,,0,couvert/vent,,Rémiel,x,RAS,RAS,1
08/02/2023,8,,0,beau/vent,,Rémiel,,no egg,RAS,0
09/02/2023,10,,0,beau,,Rémiel,x,RAS,RAS,1
10/02/2023,14,,0,beau,,Rémiel,,no egg,RAS,0
11/02/2023,14,,0,beau,aliment+blé,Rémiel,,no egg,RAS,0
12/02/2023,14,,0,beau,,Rémiel,,no egg,RAS,0
13/02/2023,15,,0,beau,,Rémiel,x,RAS,RAS,1
14/02/2023,15,,0,beau,,Rémiel,x,RAS,RAS,1
15/02/2023,16,,0,beau,,Rémiel,,no egg,RAS,0
16/02/2023,16,,0,beau,,Rémiel,,no egg,RAS,0
17/02/2023,16,,0,beau,,Rémiel,,no egg,RAS,0
18/02/2023,18,,0,beau,avipar(vermifuge naturel),Rémiel,,no egg,RAS,0
19/02/2023,18,,0,beau,,Rémiel,x,RAS,RAS,1
20/02/2023,20,,0,beau,antibio Pioupioute suspicion pb génital,Rémiel,,no egg,RAS,0
21/02/2023,15,,0,mitigé,,Rémiel,x,RAS,RAS,1
22/02/2023,13,,0,couvert,,Rémiel,,no egg,RAS,0
23/02/2023,11,,4,couvert,"pluie nuit 22,à23/02",Rémiel,,no egg,RAS,0
24/02/2023,12,,"2,5",beau,"pluie nuit 23,à24/02",Rémiel,,no egg,RAS,0
25/02/2023,7,,0,couvert,,Rémiel,x,RAS,RAS,1
26/02/2023,5,,0,vent/froid/couvert,,Rémiel,,no egg,RAS,0
27/02/2023,1,,0,vent/neige/éclaircie,,Rémiel,,no egg,RAS,0
28/02/2023,2,,0,éclaircie/vent,,Rémiel,,no egg,RAS,0
01/03/2023,8,,0,beau,,Rémiel,x,RAS,RAS,1
02/03/2023,7,,0,couvert,,Rémiel,,no egg,RAS,0
03/03/2023,7,,0,couvert,,Rémiel,x,RAS,RAS,1
04/03/2023,10,,"1,5",éclaircie,,Rémiel,,no egg,RAS,0
05/03/2023,10,,0,éclaircie,,Rémiel,,no egg,RAS,0
06/03/2023,10,,0,beau,,Rémiel,,no egg,RAS,0
07/03/2023,12,,0,éclaircie/averse,,Rémiel,x,RAS,RAS,1
08/03/2023,23,,2,voilé,lentypou,Rémiel,,no egg,RAS,0
09/03/2023,20,,0,éclaircies,qq gouttes dans la nuit,Rémiel,,no egg,RAS,0
10/03/2023,18,,"0,5",mitigé,,Rémiel,,no egg,RAS,0
11/03/2023,15,,0,mitigé/vent violent,,Rémiel,,no egg,RAS,0
12/03/2023,15,,"0,5",vent/pluie,17°C à 3h30 du mat,Rémiel,,no egg,RAS,0
13/03/2023,23,,4,bruine puis très beau,,Rémiel,x,RAS,RAS,1
14/03/2023,22,,14,beau/orage/tempête,pluie nuit du 13/03 au 14/03,Rémiel,x,RAS,RAS,1
15/03/2023,12,,2,giboulées,,Rémiel,,no egg,RAS,0
16/03/2023,15,,5,pluie/éclaircie,,Rémiel,x,RAS,RAS,1
17/03/2023,19,,0,beau/vent,arrêt lentypou,Rémiel,,no egg,RAS,0
18/03/2023,18,,0,couvert/beau/vent,,Rémiel,x,RAS,RAS,1
19/03/2023,16,,7,beau/pluie,,Rémiel,x,RAS,RAS,1
20/03/2023,16,,"1,5",giboulées,pas sûr de l'œuf de Rémiel,Rémiel,x?,pondeuse incertaine,RAS,1
21/03/2023,17,,0,beau,,Rémiel,,no egg,RAS,0
22/03/2023,19,,0,beau,,Rémiel,x,RAS,RAS,1
23/03/2023,22,,0,beau,,Rémiel,,no egg,RAS,0
24/03/2023,22,,0,beau,,Rémiel,,no egg,RAS,0
25/03/2023,17,,1,beau puis bruine,Pioupioute à l'ENVT,Rémiel,,no egg,RAS,0
26/03/2023,19,,0,beau,trouvé un micro œuf,Rémiel,x,RAS,RAS,1
27/03/2023,9,,8,pluie/éclaircie/vent,tempête la nuit,Rémiel,,no egg,RAS,0
28/03/2023,10,,5,giboulées,,Rémiel,x,RAS,RAS,1
29/03/2023,16,,0,beau,,Rémiel,,no egg,RAS,0
30/03/2023,22,,0,beau,,Rémiel,x,RAS,RAS,1
31/03/2023,20,,0,beau,,Rémiel,,no egg,RAS,0
01/04/2023,12,,0,couvert/qq gouttes,"œuf d'Augustine trouvé dans le jardin, pas sûr du jour de ponte",Rémiel,,no egg,RAS,0
02/04/2023,12,,3,couvert/vent/pluie,Augustine malade: amirudène 7J,Rémiel,,no egg,RAS,0
03/04/2023,9,,15,pluie,,Rémiel,,no egg,RAS,0
04/04/2023,9,,3,pluie/éclaircie,Augustine DCD,Rémiel,x,RAS,RAS,1
05/04/2023,15,,0,beau,aliment pondeuse,Rémiel,x,RAS,RAS,1
06/04/2023,17,,0,beau,,Rémiel,,no egg,RAS,0
07/04/2023,13,,0,beau,,Rémiel,x,RAS,RAS,1
08/04/2023,18,,0,beau,,Rémiel,,no egg,RAS,0
09/04/2023,20,,0,beau,,Rémiel,,no egg,RAS,0
10/04/2023,24,,0,beau,,Rémiel,,no egg,RAS,0
11/04/2023,19,,0,beau,,Rémiel,,no egg,RAS,0
12/04/2023,16,,0,beau,,Rémiel,,no egg,RAS,0
13/04/2023,17,,5,beau/pluie,,Rémiel,x,RAS,RAS,1
14/04/2023,8,,4,giboulées,,Rémiel,,no egg,RAS,0
15/04/2023,11,,3,giboulées,arrêt antibiotique Pioupioute/ponction à l'envt,Rémiel,x,RAS,RAS,1
16/04/2023,13,,1,giboulées/éclaircies,Pioupioute a pondu un œuf normal/veut couver,Rémiel,,no egg,RAS,0
17/04/2023,16,,0,beau,,Rémiel,,no egg,RAS,0
18/04/2023,16,,0,beau,,Rémiel,x,RAS,RAS,1
19/04/2023,17,,0,beau,,Rémiel,,no egg,RAS,0
20/04/2023,22,,0,beau,,Rémiel,x,RAS,RAS,1
21/04/2023,22,,0,beau,,Rémiel,x,RAS,RAS,1
22/04/2023,22,,0,beau,,Rémiel,,no egg,RAS,0
23/04/2023,13,,0,couvert/bruine,15°C à 5h du mat,Rémiel,,no egg,RAS,0
24/04/2023,19,,7,beau/pluie,découverte d'une fibrine (?) dans le poulailler/mini œuf de Saquiel?,Rémiel,,no egg,RAS,0
25/04/2023,17,,0,beau,,Rémiel,,no egg,RAS,0
26/04/2023,15,,17,pluie,,Rémiel,x,RAS,RAS,1
27/04/2023,18,,2,couvert,,Rémiel,,no egg,RAS,0
28/04/2023,23,,0,voilé/beau,,Rémiel,x,RAS,RAS,1
29/04/2023,24,,0,voilé,,Rémiel,,no egg,RAS,0
30/04/2023,17,,0,couvert/pluie,œuf d'Albertine très clair,Rémiel,,no egg,RAS,0
01/05/2023,18,,36,giboulées,dont 29mm dans la nuit du 29 au 30/04,Rémiel,,no egg,RAS,0
02/05/2023,18,,2,giboulées/éclaircies,,Rémiel,x,RAS,RAS,1
03/05/2023,20,,0,beau,,Rémiel,,no egg,RAS,0
04/05/2023,25,,0,beau,,Rémiel,,no egg,RAS,0
05/05/2023,25,,0,beau,,Rémiel,,no egg,RAS,0
06/05/2023,23,,0,beau,,Rémiel,x,RAS,RAS,1
07/05/2023,24,,0,beau/orage,1 œuf trouvé dans le poulailler cassé,Rémiel,,no egg,RAS,0
08/05/2023,17,,8,averses,,Rémiel,x,RAS,RAS,1
09/05/2023,22,,0,beau,,Rémiel,,no egg,RAS,0
10/05/2023,15,,15,couvert/pluie,,Rémiel,x,RAS,RAS,1
11/05/2023,16,,2,pluie/giboulées,,Rémiel,,no egg,RAS,0
12/05/2023,15,,0,éclaircies,,Rémiel,,no egg,RAS,0
13/05/2023,17,,6,pluie/éclaircies,,Rémiel,,no egg,RAS,0
14/05/2023,13,,15,giboulées,,Rémiel,,no egg,RAS,0
15/05/2023,15,,10,"averses, éclaircies",,Rémiel,x,RAS,RAS,1
16/05/2023,11,,6,averses,"petit trou dans certains œufs, à surveiller si poules ou pie",Rémiel,,no egg,RAS,0
17/05/2023,13,,2,pluie/éclaircie,,Rémiel,,no egg,RAS,0
18/05/2023,18,,0,beau,,Rémiel,x,RAS,RAS,1
19/05/2023,14,,0,couvert,,Rémiel,,no egg,RAS,0
20/05/2023,10,,4,pluie/couvert,,Rémiel,,no egg,RAS,0
21/05/2023,15,,0,éclaircies/beau,,Rémiel,x,RAS,RAS,1
22/05/2023,16,,0,couvert/beau,,Rémiel,,no egg,RAS,0
23/05/2023,18,,4,pluie/éclaircies,,Rémiel,,no egg,RAS,0
24/05/2023,22,,6,temps lourd/orages,,Rémiel,,no egg,RAS,0
25/05/2023,20,,25,lourd/orages,,Rémiel,,no egg,RAS,0
26/05/2023,17,,6,couvert/pluie,,Rémiel,x,RAS,RAS,1
27/05/2023,23,,0,beau,,Rémiel,,no egg,RAS,0
28/05/2023,27,,0,beau,,Rémiel,,no egg,RAS,0
29/05/2023,27,,0,beau,,Rémiel,,no egg,RAS,0
30/05/2023,27,,24,beau/orage fort,,Rémiel,x,RAS,RAS,1
31/05/2023,26,,0,éclaircies,,Rémiel,,no egg,RAS,0
01/06/2023,24,,5,beau/pluie,,Rémiel,,no egg,RAS,0
02/06/2023,22,,1,pluie/éclaircies,,Rémiel,,no egg,RAS,0
03/06/2023,23,,0,beau,,Rémiel,x,RAS,RAS,1
04/06/2023,25,,2,beau/orage,changement de poulailler,Rémiel,,no egg,RAS,0
05/06/2023,26,,0,beau,,Rémiel,x,RAS,RAS,1
06/06/2023,25,,5,beau/pluie,,Rémiel,,no egg,RAS,0
07/06/2023,26,,0,beau,,Rémiel,,no egg,RAS,0
08/06/2023,27,,0,beau,,Rémiel,,no egg,RAS,0
09/06/2023,27,,0,beau/orageux,,Rémiel,x,RAS,RAS,1
10/06/2023,26,,3,couvert/orage,,Rémiel,x(mou),mou,RAS,1
11/06/2023,27,,0,beau/orageux,,Rémiel,,no egg,RAS,0
12/06/2023,25,,1,beau/orage,,Rémiel,,no egg,RAS,0
13/06/2023,27,,31,couvert/orage,les 2 œufs ont été cassé par une poule ou une bête,Rémiel,x,RAS,RAS,1
14/06/2023,24,,23,beau/orage,"l'œuf d'Albertine très fragile, elle a des vers en plus/ Avipar/Avipou",Rémiel,,no egg,RAS,0
15/06/2023,21,,3,pluie/éclaircie,,Rémiel,,no egg,RAS,0
16/06/2023,25,,0,couvert/beau,Saquiel malade/doxycycline,Rémiel,,no egg,RAS,0
17/06/2023,26,,0,beau,,Rémiel,x(tordu),tordu,RAS,1
18/06/2023,30,,11,beau/orage,0 œuf,Rémiel,,no egg,RAS,0
19/06/2023,27,,0,mitigé/,,Rémiel,x,RAS,RAS,1
20/06/2023,22,,0,couvert/beau,quelques gouttes,Rémiel,,no egg,RAS,0
21/06/2023,25,,0,lourd,œuf de Valérie très fragile trouvé ds poulailler,Rémiel,,no egg,RAS,0
22/06/2023,20,,7,orage,,Rémiel,,no egg,RAS,0
23/06/2023,23,,6,pluie/éclaircies,Cunégonde veut couver,Rémiel,,no egg,RAS,0
24/06/2023,28,,0,beau,,Rémiel,,no egg,RAS,0
25/06/2023,28,24,0,beau,,Rémiel,,no egg,RAS,0
26/06/2023,32,28,0,beau,,Rémiel,x(cassé),cassé,RAS,1
27/06/2023,21,22,0,couvert,,Rémiel,x,RAS,RAS,1
28/06/2023,27,24,0,nuageux,,Rémiel,x,RAS,RAS,1
29/06/2023,26,24,0,beau,,Rémiel,,no egg,RAS,0
30/06/2023,24,22,13,nuageux/orage,,Rémiel,x,RAS,RAS,1
01/07/2023,19,20,3,pluie/couvert/vent,8 œuf sous Cunégonde: 6marans+1valérie+1joséphine,Rémiel,,no egg,RAS,0
02/07/2023,22,20,0,couvert/vent,1œuf valérie et 1oeuf Joséphine sous Cunégonde,Rémiel,x,RAS,RAS,1
03/07/2023,25,22,0,éclaircies,1oeuf Albertine et un œuf Valérie donc 12 œufs sous Cunégonde,Rémiel,,no egg,RAS,0
04/07/2023,27,23,0,couvert/éclaircies,,Rémiel,x(cassé),cassé,RAS,1
05/07/2023,26,24,1,lourd/orages,"Valérie tousse, avicoryl dans l'eau",Rémiel,,no egg,RAS,0
06/07/2023,27,24,0,éclaircies,,Rémiel,x,RAS,RAS,1
07/07/2023,27,24,0,beau/lourd/orageux,,Rémiel,,no egg,RAS,0
08/07/2023,33,24,6,beau/orages,vit C dans l'eau+oligoélément,Rémiel,,no egg,RAS,0
09/07/2023,32,26,0,beau,,Rémiel,,no egg,RAS,0
10/07/2023,28,25,0,couvert/lourd,21°c et 80%H le matin,Rémiel,x,RAS,RAS,1
11/07/2023,31,27,0,beau,"22°C et 82%H  matin, 27°c à 22h",Rémiel,,no egg,RAS,0
12/07/2023,28,26,1,beau/orageux,œuf d'Albertine et Rémiel pondu cette nuit dans le poulailler,Rémiel,x(cassé),cassé,RAS,1
13/07/2023,21,22,1,pluie/couvert,,Rémiel,,no egg,RAS,0
14/07/2023,23,22,0,bruine/couvert,,Rémiel,x,RAS,RAS,1
15/07/2023,31,26,0,beau,fin doxycyline pour Saquiel/ 24°C et 75%H à 23h ext/0 œuf,Rémiel,,no egg,RAS,0
16/07/2023,30,21,3,beau/averses,17°C et 80%H à 20h,Rémiel,,no egg,RAS,0
17/07/2023,27,23,0,mitigé/beau,,Rémiel,,no egg,RAS,0
18/07/2023,27,26,0,beau,installation voile d'ombrage sur la terrasse,Rémiel,,no egg,RAS,0
19/07/2023,33,26,0,beau,36°C à 16h/26° à 22h30/ Joséphine semble vouloir couver,Rémiel,,no egg,RAS,0
20/07/2023,24,23,2,orage/couvert,orages la nuit du 18 au 19/07,Rémiel,x,RAS,RAS,1
21/07/2023,27,23,0,beau,Valérie semble vouloir couver aussi cette coquine!!,Rémiel,,no egg,RAS,0
22/07/2023,19,21,0,couvert/bruine,Valérie couve…........,Rémiel,x,RAS,RAS,1
23/07/2023,29,23,0,soleil et qq nuages,,Rémiel,,no egg,RAS,0
24/07/2023,30,26,0,beau,0 œuf/ 26°c à 21h30,Rémiel,,no egg,RAS,0
25/07/2023,21,21,3,couvert/pluie,,Rémiel,,no egg,RAS,0
26/07/2023,15,19,3,pluie/couvert/vent,trouvé 1 œuf d'Albertine dans le jardin,Rémiel,,no egg,RAS,0
27/07/2023,28,21,0,beau,,Rémiel,,no egg,RAS,0
28/07/2023,30,23,16,beau/orages,0 œuf,Rémiel,,no egg,RAS,0
